Order_ID,Buyer_ID,Supplier_ID,Product_Category,Quantity_Ordered,Order_Date,Dispatch_Date,Delivery_Date,Shipping_Mode,Order_Value_USD,Delay_Days,Disruption_Type,Disruption_Severity,Historical_Disruption_Count,Supplier_Reliability_Score,Organization_ID,Dominant_Buyer_Flag,Available_Historical_Records,Data_Sharing_Consent,Federated_Round,Parameter_Change_Magnitude,Communication_Cost_MB,Energy_Consumption_Joules,Supply_Risk_Flag
O1472,B50,S16,Pharma,991,2023-03-25,2023-03-27,2023-03-30,Air,40100.17,1,Customs,Medium,16,0.57,Org15,1,211,1,5,0.2716,1.8,104.7,1
O1473,B32,S2,Machinery,930,2023-08-19,2023-08-21,2023-08-25,Rail,27859.0,1,Strike,High,3,0.72,Org16,1,987,0,7,0.302,4.62,102.38,1
O1474,B28,S16,Food,406,2023-10-15,2023-10-17,2023-10-23,Air,20129.41,0,None,None,3,0.74,Org12,0,671,1,9,0.0254,4.41,142.0,0
O1475,B24,S23,Machinery,731,2023-06-10,2023-06-11,2023-06-19,Road,7019.89,1,Strike,High,16,0.61,Org17,0,567,1,5,0.0934,2.17,87.93,1
O1476,B26,S28,Textiles,170,2023-09-29,2023-10-01,2023-10-07,Road,43332.14,0,None,None,8,0.56,Org14,0,122,0,5,0.3201,0.82,329.01,0
O1477,B18,S28,Electronics,25,2023-02-07,2023-02-08,2023-02-13,Rail,8285.02,0,None,None,18,0.92,Org6,0,100,0,4,0.2157,4.52,116.31,0
O1478,B16,S7,Machinery,502,2023-08-14,2023-08-15,2023-08-16,Rail,15834.5,0,None,None,4,0.75,Org11,0,150,0,6,0.259,4.5,121.98,0
O1479,B45,S12,Machinery,435,2023-05-22,2023-05-25,2023-06-03,Sea,14857.25,0,None,None,5,0.51,Org3,1,298,1,2,0.0409,4.35,56.4,0
O1480,B28,S28,Electronics,117,2023-10-19,2023-10-21,2023-10-27,Rail,43634.99,0,None,None,2,0.9,Org16,1,910,1,3,0.4187,4.3,401.94,0
O1481,B47,S1,Textiles,903,2023-05-31,2023-06-01,2023-06-08,Sea,33798.8,3,Weather,Medium,0,0.99,Org8,0,739,1,1,0.3944,2.66,415.53,1
O1482,B40,S1,Pharma,459,2023-04-24,2023-04-27,2023-04-30,Road,39935.73,2,Weather,Medium,19,0.8,Org8,0,598,0,2,0.1008,1.3,122.91,1
O1483,B6,S21,Machinery,320,2023-08-25,2023-08-29,2023-08-31,Road,12898.16,1,Weather,Medium,15,0.75,Org11,0,420,1,2,0.3208,2.65,382.79,1
O1484,B48,S1,Electronics,748,2023-03-07,2023-03-10,2023-03-17,Air,31431.27,1,Shortage,Medium,10,0.94,Org12,0,386,0,8,0.411,2.73,245.1,1
O1485,B22,S5,Food,179,2023-12-27,2023-12-29,2024-01-12,Road,28801.43,5,Strike,Low,12,0.98,Org15,0,393,1,8,0.324,2.7,157.82,1
O1486,B7,S17,Electronics,555,2023-12-07,2023-12-11,2023-12-13,Sea,41725.1,0,None,None,9,0.88,Org2,1,855,1,2,0.1621,2.92,329.62,0
O1487,B37,S4,Food,423,2023-09-15,2023-09-17,2023-09-26,Rail,45351.31,0,None,None,2,0.72,Org18,0,161,1,6,0.3315,1.66,130.32,0
O1488,B18,S2,Textiles,260,2023-09-06,2023-09-09,2023-09-17,Air,1101.76,7,Customs,Low,8,0.8,Org5,1,844,1,5,0.1131,2.15,390.6,1
O1489,B48,S30,Pharma,768,2023-11-27,2023-12-01,2023-12-03,Sea,33863.99,0,None,None,11,0.85,Org13,0,760,0,3,0.1659,2.45,71.43,0
O1490,B15,S25,Electronics,790,2023-11-19,2023-11-21,2023-11-29,Rail,3065.87,0,None,None,13,0.6,Org4,0,636,0,5,0.1276,1.09,481.61,0
O1491,B47,S6,Machinery,150,2023-06-29,2023-07-02,2023-07-10,Air,27668.5,0,None,None,0,0.72,Org1,0,328,1,5,0.2829,2.55,82.34,0
O1492,B22,S6,Textiles,283,2023-07-09,2023-07-12,2023-07-14,Road,14737.82,0,None,None,17,0.91,Org8,0,378,1,5,0.063,4.15,310.75,0
O1493,B21,S3,Electronics,425,2023-06-03,2023-06-06,2023-06-16,Sea,15685.44,5,Shortage,Low,16,0.83,Org4,0,615,1,3,0.4673,4.23,455.99,1
O1494,B26,S25,Machinery,617,2023-07-15,2023-07-17,2023-07-19,Rail,17971.45,0,None,None,8,0.71,Org12,0,569,1,3,0.1734,2.35,55.36,0
O1495,B28,S7,Electronics,748,2023-11-07,2023-11-11,2023-11-13,Air,31253.98,1,Strike,Low,8,0.83,Org12,1,712,1,4,0.1173,2.83,274.33,1
O1496,B16,S23,Food,900,2023-09-19,2023-09-23,2023-10-12,Air,17035.47,10,Strike,Low,9,0.56,Org1,0,471,0,7,0.2533,0.65,207.5,1
O1497,B25,S23,Electronics,48,2023-05-23,2023-05-25,2023-05-27,Road,36768.6,0,None,None,18,0.7,Org10,0,21,0,2,0.1457,3.53,311.15,0
O1498,B30,S26,Electronics,823,2023-12-08,2023-12-12,2023-12-19,Rail,20524.11,0,None,None,14,0.9,Org12,1,165,1,10,0.2721,2.32,151.46,0
O1499,B45,S18,Electronics,38,2023-11-12,2023-11-14,2023-11-16,Road,3883.48,1,Shortage,Low,4,0.61,Org11,1,693,0,4,0.1808,2.5,79.2,1
O1500,B17,S22,Textiles,967,2023-04-11,2023-04-15,2023-04-22,Road,39296.11,0,None,None,14,0.59,Org19,1,486,1,4,0.0747,4.43,331.67,0
O1501,B7,S22,Electronics,486,2023-09-01,2023-09-05,2023-09-07,Rail,14645.04,0,None,None,19,0.98,Org11,0,948,0,1,0.1403,2.58,237.58,0
O1502,B37,S28,Machinery,327,2023-01-12,2023-01-14,2023-01-26,Rail,21921.96,5,Shortage,High,1,0.6,Org5,1,410,1,10,0.2248,0.6,330.12,1
O1503,B2,S7,Food,254,2023-08-27,2023-08-30,2023-09-07,Rail,34429.47,0,None,None,12,0.63,Org9,0,817,1,8,0.0248,1.52,144.74,0
O1504,B47,S24,Food,757,2023-02-18,2023-02-20,2023-02-28,Sea,16956.58,0,None,None,15,0.98,Org17,0,186,1,1,0.3876,2.64,202.43,0
O1505,B46,S2,Electronics,706,2023-02-11,2023-02-13,2023-02-21,Rail,3300.99,2,Weather,Medium,14,0.87,Org18,0,350,1,8,0.3147,2.41,302.76,1
O1506,B6,S26,Textiles,281,2023-06-15,2023-06-18,2023-06-22,Air,19009.09,2,Customs,High,9,0.85,Org14,0,66,1,7,0.3047,4.37,316.9,1
O1507,B14,S4,Textiles,449,2023-03-23,2023-03-26,2023-03-30,Road,47250.2,1,Weather,High,13,0.93,Org8,0,864,1,9,0.2776,2.94,217.54,1
O1508,B46,S1,Machinery,757,2023-10-18,2023-10-20,2023-10-28,Sea,32265.85,2,Weather,Low,9,0.56,Org19,0,861,0,8,0.2993,3.6,176.02,1
O1509,B33,S26,Electronics,248,2023-06-07,2023-06-08,2023-06-14,Rail,33738.22,1,Customs,Medium,13,0.85,Org15,0,457,1,5,0.468,2.61,173.17,1
O1510,B16,S2,Food,386,2023-08-04,2023-08-06,2023-08-16,Sea,31797.97,2,Weather,Low,8,0.75,Org11,0,212,0,8,0.0142,2.48,128.61,1
O1511,B17,S18,Textiles,275,2023-06-07,2023-06-09,2023-06-12,Rail,10350.11,0,None,None,13,0.91,Org4,0,706,1,10,0.0334,2.51,196.43,0
O1512,B38,S15,Electronics,935,2023-05-14,2023-05-18,2023-05-28,Sea,21207.53,3,Shortage,Low,2,0.75,Org4,1,642,1,3,0.1038,2.35,139.75,1
O1513,B46,S10,Textiles,930,2023-03-08,2023-03-09,2023-03-10,Road,37671.52,0,None,None,19,0.81,Org7,1,747,0,10,0.092,2.92,335.22,0
O1514,B45,S15,Textiles,368,2023-12-02,2023-12-05,2023-12-12,Road,5517.96,2,Shortage,Medium,15,0.74,Org5,0,211,1,7,0.0988,1.63,306.08,1
O1515,B27,S20,Food,349,2023-01-07,2023-01-11,2023-01-14,Air,14253.71,2,Strike,Low,1,0.74,Org19,1,339,1,4,0.3393,4.51,222.16,1
O1516,B32,S16,Pharma,398,2023-01-14,2023-01-16,2023-01-21,Air,14177.8,1,Shortage,High,9,0.88,Org19,0,372,1,5,0.2351,2.0,196.62,1
O1517,B50,S25,Machinery,586,2023-03-14,2023-03-17,2023-03-22,Rail,21884.94,0,None,None,2,0.81,Org14,0,901,1,9,0.496,1.16,156.93,0
O1518,B4,S11,Machinery,999,2023-06-12,2023-06-13,2023-06-20,Road,49028.25,2,Customs,Low,10,0.82,Org20,0,463,1,7,0.1212,0.93,290.96,1
O1519,B24,S19,Food,698,2023-03-07,2023-03-08,2023-03-17,Sea,3841.38,1,Weather,Low,10,0.73,Org14,0,365,1,4,0.1623,0.56,463.51,1
O1520,B8,S24,Textiles,12,2023-12-13,2023-12-16,2023-12-18,Sea,26175.7,0,None,None,12,0.77,Org9,1,225,0,6,0.4923,2.4,358.57,0
O1521,B47,S10,Electronics,438,2023-05-10,2023-05-14,2023-05-25,Sea,9378.55,2,Weather,Medium,6,0.87,Org13,0,981,1,10,0.4176,1.34,384.99,1
O1522,B43,S27,Textiles,151,2023-07-25,2023-07-26,2023-07-29,Air,48548.49,0,None,None,16,0.91,Org18,0,564,1,7,0.2402,0.6,425.47,0
O1523,B43,S7,Food,385,2023-10-03,2023-10-05,2023-10-14,Sea,6108.52,0,None,None,1,0.85,Org4,0,896,1,10,0.2818,2.84,208.24,0
O1524,B24,S15,Machinery,679,2023-09-13,2023-09-16,2023-09-22,Air,20478.25,0,None,None,11,0.96,Org7,0,32,1,9,0.4232,3.56,78.29,0
O1525,B39,S21,Textiles,333,2023-09-23,2023-09-27,2023-10-04,Air,37025.31,0,None,None,9,0.91,Org13,1,164,1,4,0.2457,0.89,330.15,0
O1526,B36,S18,Machinery,155,2023-01-25,2023-01-28,2023-01-30,Rail,35375.44,1,Strike,Low,17,0.78,Org5,1,195,1,10,0.111,2.57,134.9,1
O1527,B43,S5,Electronics,967,2023-10-08,2023-10-10,2023-10-26,Sea,21425.07,7,Shortage,Low,10,0.84,Org6,0,258,1,3,0.4159,3.85,306.07,1
O1528,B3,S12,Machinery,302,2023-09-10,2023-09-12,2023-09-21,Sea,17652.95,3,Customs,Low,15,0.96,Org12,1,758,1,8,0.2735,4.94,382.78,1
O1529,B8,S12,Machinery,674,2023-11-06,2023-11-10,2023-11-28,Road,20181.81,10,Weather,Medium,16,0.81,Org7,0,814,1,1,0.085,3.5,402.64,1
O1530,B49,S14,Pharma,441,2023-10-16,2023-10-18,2023-10-22,Rail,13581.68,0,None,None,18,0.91,Org20,1,143,1,9,0.2577,1.6,185.83,0
O1531,B12,S7,Pharma,714,2023-06-13,2023-06-15,2023-06-19,Road,10663.98,2,Strike,High,17,0.84,Org6,0,330,1,1,0.2125,3.72,280.59,1
O1532,B6,S29,Pharma,958,2023-04-05,2023-04-06,2023-04-16,Rail,24410.47,1,Shortage,Low,2,0.78,Org20,0,399,0,2,0.4397,3.19,329.43,1
O1533,B28,S6,Machinery,984,2023-09-27,2023-09-30,2023-10-05,Sea,13792.42,3,Weather,Low,15,0.62,Org8,0,443,1,8,0.0718,1.45,418.77,1
O1534,B47,S12,Food,594,2023-11-17,2023-11-18,2023-11-20,Air,14729.35,0,None,None,5,0.71,Org16,0,31,1,9,0.4389,4.33,392.62,0
O1535,B32,S12,Machinery,408,2023-04-20,2023-04-24,2023-05-02,Air,33009.43,0,None,None,11,0.98,Org2,0,882,0,7,0.261,2.42,494.59,0
O1536,B3,S28,Food,826,2023-12-02,2023-12-03,2023-12-13,Air,48442.6,2,Customs,Low,10,0.83,Org9,0,609,0,3,0.2081,4.83,53.64,1
O1537,B41,S29,Food,898,2023-11-06,2023-11-07,2023-11-10,Air,30380.04,1,Weather,Medium,14,0.78,Org20,0,674,1,7,0.0894,3.75,246.87,1
O1538,B31,S23,Pharma,353,2023-08-26,2023-08-27,2023-09-05,Air,4310.48,0,None,None,14,0.97,Org7,1,134,1,6,0.3534,3.4,165.22,0
O1539,B13,S24,Textiles,973,2023-01-25,2023-01-26,2023-02-01,Road,4241.39,0,None,None,15,0.79,Org10,0,88,1,2,0.4641,3.78,103.95,0
O1540,B26,S29,Electronics,149,2023-05-21,2023-05-22,2023-05-30,Rail,47595.45,7,Customs,Medium,9,0.76,Org4,0,867,1,3,0.1939,2.65,460.18,1
O1541,B34,S20,Pharma,196,2023-04-27,2023-05-01,2023-05-09,Sea,15215.89,2,Weather,Low,11,0.88,Org13,0,977,0,10,0.1284,2.77,499.08,1
O1542,B16,S25,Pharma,814,2023-01-25,2023-01-28,2023-02-07,Road,5057.32,5,Shortage,Low,12,0.86,Org16,1,60,0,10,0.2819,4.33,131.27,1
O1543,B36,S25,Textiles,70,2023-03-20,2023-03-23,2023-03-24,Rail,30152.71,0,None,None,3,0.6,Org7,0,737,1,5,0.4001,3.56,67.3,0
O1544,B28,S2,Electronics,948,2023-03-09,2023-03-13,2023-03-16,Air,31370.61,0,None,None,6,0.74,Org10,1,185,1,10,0.0118,4.54,173.77,0
O1545,B10,S7,Machinery,389,2023-06-22,2023-06-23,2023-06-26,Rail,32600.99,1,Customs,Low,1,0.74,Org1,1,879,1,4,0.3194,4.51,425.69,1
O1546,B20,S2,Machinery,719,2023-01-12,2023-01-14,2023-01-18,Rail,13736.4,0,None,None,14,0.69,Org18,0,262,0,2,0.3023,4.89,182.25,0
O1547,B13,S24,Pharma,816,2023-10-15,2023-10-19,2023-10-28,Air,1247.98,0,None,None,7,0.76,Org15,0,975,1,4,0.1659,3.65,75.61,0
O1548,B25,S4,Electronics,449,2023-05-08,2023-05-10,2023-05-18,Air,48268.26,1,Shortage,Low,6,0.71,Org3,0,255,1,8,0.2312,2.76,73.62,1
O1549,B4,S11,Pharma,328,2023-04-06,2023-04-07,2023-04-21,Air,12919.21,10,Strike,Medium,14,0.6,Org15,0,748,1,5,0.131,1.25,242.34,1
O1550,B2,S4,Food,311,2023-04-02,2023-04-03,2023-04-12,Sea,33963.3,7,Strike,Low,13,0.71,Org7,1,115,1,5,0.397,3.67,469.32,1
O1551,B48,S1,Pharma,353,2023-05-21,2023-05-24,2023-06-04,Air,35478.18,2,Weather,Low,7,0.54,Org10,1,202,1,10,0.3209,1.81,178.66,1
O1552,B14,S25,Pharma,20,2023-01-31,2023-02-01,2023-02-03,Sea,30695.37,0,None,None,11,0.79,Org20,0,325,1,3,0.271,1.77,242.22,0
O1553,B46,S25,Machinery,71,2023-11-30,2023-12-03,2023-12-07,Air,15988.92,2,Strike,Medium,12,0.93,Org2,0,311,0,8,0.2023,1.57,95.87,1
O1554,B28,S18,Machinery,854,2023-01-20,2023-01-24,2023-02-05,Sea,13919.26,3,Shortage,Low,10,0.86,Org11,1,557,0,6,0.1528,4.44,272.11,1
O1555,B11,S23,Machinery,235,2023-05-26,2023-05-27,2023-06-11,Rail,30084.58,7,Strike,Low,16,0.68,Org7,0,963,1,2,0.4131,4.41,363.45,1
O1556,B35,S28,Food,162,2023-11-12,2023-11-14,2023-12-02,Road,43371.73,10,Shortage,Low,16,0.54,Org6,0,725,1,2,0.2312,3.34,172.02,1
O1557,B23,S8,Machinery,720,2023-06-09,2023-06-11,2023-06-14,Rail,47363.32,0,None,None,3,0.6,Org18,0,943,1,9,0.2557,2.63,183.52,0
O1558,B48,S26,Electronics,573,2023-12-15,2023-12-17,2023-12-28,Rail,5742.34,2,Shortage,Low,7,0.77,Org11,0,788,1,7,0.2652,3.52,428.89,1
O1559,B10,S6,Textiles,781,2023-02-12,2023-02-16,2023-02-26,Air,8164.02,5,Shortage,Medium,4,0.6,Org9,1,277,1,10,0.2297,3.23,54.66,1
O1560,B23,S7,Electronics,580,2023-09-11,2023-09-13,2023-09-23,Sea,47264.44,3,Customs,Low,15,0.77,Org19,0,179,1,9,0.1355,2.37,336.41,1
O1561,B10,S7,Electronics,593,2023-05-10,2023-05-13,2023-05-15,Road,36958.49,0,None,None,3,0.62,Org16,0,560,1,6,0.069,2.21,227.25,0
O1562,B16,S29,Machinery,669,2023-03-01,2023-03-04,2023-03-14,Air,44208.19,2,Customs,Low,14,0.92,Org8,1,464,0,5,0.0583,2.22,184.27,1
O1563,B15,S4,Textiles,870,2023-05-31,2023-06-04,2023-06-19,Air,10530.32,10,Shortage,Low,11,0.7,Org10,0,660,0,1,0.3812,3.15,345.92,1
O1564,B3,S6,Textiles,584,2023-10-14,2023-10-16,2023-10-24,Air,29585.5,0,None,None,4,0.62,Org5,1,301,1,6,0.1195,3.41,425.6,0
O1565,B37,S19,Textiles,319,2023-01-05,2023-01-06,2023-01-10,Rail,35206.41,0,None,None,15,0.91,Org18,0,573,1,6,0.0373,2.53,301.28,0
O1566,B14,S22,Food,894,2023-09-23,2023-09-24,2023-10-03,Sea,34165.54,0,None,None,13,0.67,Org8,0,808,0,3,0.4008,4.86,63.99,0
O1567,B29,S25,Machinery,252,2023-12-11,2023-12-14,2023-12-15,Sea,20703.51,0,None,None,9,0.56,Org2,1,810,1,3,0.0855,0.88,257.63,0
O1568,B36,S28,Textiles,502,2023-05-10,2023-05-11,2023-05-15,Road,1262.05,0,None,None,6,0.79,Org1,0,150,0,3,0.3163,2.06,258.24,0
O1569,B26,S23,Food,375,2023-09-24,2023-09-26,2023-09-29,Sea,29354.84,0,None,None,12,0.79,Org6,0,155,1,3,0.1759,2.39,294.71,0
O1570,B39,S11,Pharma,339,2023-06-27,2023-06-29,2023-07-04,Sea,13028.53,2,Shortage,High,19,0.86,Org12,0,434,1,7,0.072,0.58,351.93,1
O1571,B20,S21,Pharma,116,2023-09-10,2023-09-13,2023-09-19,Air,22787.59,3,Shortage,Low,4,0.62,Org14,0,323,1,10,0.2131,2.14,58.69,1
O1572,B33,S12,Food,235,2023-02-25,2023-02-26,2023-03-08,Air,47900.26,5,Shortage,Low,2,0.72,Org3,0,193,0,2,0.0173,1.73,275.91,1
O1573,B31,S3,Food,834,2023-03-24,2023-03-25,2023-04-03,Rail,20252.25,5,Strike,Low,14,0.64,Org9,1,673,1,10,0.4221,2.78,314.74,1
O1574,B27,S6,Machinery,227,2023-04-09,2023-04-11,2023-04-16,Air,42070.18,0,None,None,3,0.54,Org15,1,722,1,10,0.2616,2.01,204.51,0
O1575,B41,S22,Machinery,946,2023-05-29,2023-06-01,2023-06-05,Air,9832.76,2,Customs,Medium,14,0.94,Org2,1,137,1,2,0.0782,3.77,350.76,1
O1576,B24,S19,Pharma,762,2023-11-25,2023-11-29,2023-12-01,Air,33786.79,0,None,None,13,0.86,Org14,0,296,0,3,0.1261,2.79,152.68,0
O1577,B12,S11,Textiles,515,2023-06-05,2023-06-07,2023-06-16,Air,48861.84,7,Shortage,Medium,19,0.65,Org3,0,832,1,10,0.2295,1.08,192.82,1
O1578,B9,S20,Pharma,268,2023-07-09,2023-07-11,2023-07-17,Rail,5543.71,0,None,None,18,0.8,Org18,0,262,1,7,0.1025,3.88,483.24,0
O1579,B33,S27,Textiles,897,2023-09-20,2023-09-22,2023-10-01,Air,911.84,5,Strike,Low,12,0.6,Org7,1,787,1,3,0.1416,0.95,206.63,1
O1580,B49,S3,Textiles,783,2023-03-21,2023-03-22,2023-03-25,Road,21962.35,1,Customs,High,9,0.95,Org11,0,709,1,7,0.2718,4.28,205.93,1
O1581,B15,S14,Machinery,526,2023-09-09,2023-09-11,2023-09-25,Road,5084.96,10,Weather,High,4,0.56,Org20,0,395,1,9,0.418,4.69,318.06,1
O1582,B11,S14,Electronics,782,2023-04-07,2023-04-09,2023-04-18,Road,37545.03,0,None,None,19,0.5,Org2,1,239,0,10,0.2069,1.95,486.94,0
O1583,B22,S29,Electronics,63,2023-09-17,2023-09-20,2023-09-29,Road,45770.16,5,Weather,Low,19,0.75,Org14,0,280,0,4,0.3613,4.67,492.39,1
O1584,B9,S29,Food,56,2023-09-17,2023-09-20,2023-09-29,Air,21984.04,0,None,None,5,0.79,Org20,0,780,1,7,0.4396,4.07,310.85,0
O1585,B16,S7,Machinery,736,2023-04-13,2023-04-17,2023-04-22,Road,13306.23,0,None,None,3,0.79,Org8,1,820,1,9,0.116,4.65,50.49,0
O1586,B41,S19,Textiles,698,2023-02-09,2023-02-12,2023-02-13,Air,22002.96,0,None,None,1,0.53,Org3,1,424,1,8,0.4055,3.5,455.3,0
O1587,B6,S9,Electronics,530,2023-09-30,2023-10-02,2023-10-07,Rail,36310.67,0,None,None,15,0.66,Org17,0,207,1,8,0.3811,1.56,306.61,0
O1588,B28,S8,Textiles,108,2023-04-11,2023-04-13,2023-04-22,Road,948.18,0,None,None,17,0.75,Org6,0,332,1,9,0.1849,4.53,214.7,0
O1589,B27,S15,Electronics,29,2023-12-25,2023-12-27,2024-01-03,Sea,29677.97,5,Weather,High,4,0.61,Org17,1,65,1,5,0.4949,1.33,423.14,1
O1590,B13,S10,Electronics,899,2023-11-04,2023-11-06,2023-11-15,Road,30857.94,5,Strike,Low,3,0.94,Org19,0,840,1,5,0.1387,1.46,229.92,1
O1591,B46,S24,Electronics,762,2023-08-09,2023-08-10,2023-08-18,Road,32065.57,5,Shortage,Low,12,0.54,Org6,0,212,1,3,0.1349,1.72,65.32,1
O1592,B29,S16,Machinery,582,2023-11-04,2023-11-05,2023-11-08,Air,12480.09,2,Weather,High,18,0.74,Org5,0,792,0,5,0.3884,1.87,419.48,1
O1593,B4,S13,Pharma,900,2023-05-04,2023-05-07,2023-05-10,Road,35845.61,0,None,None,1,0.85,Org3,0,630,1,8,0.223,2.82,295.64,0
O1594,B29,S19,Textiles,499,2023-08-19,2023-08-23,2023-08-27,Sea,5023.88,0,None,None,12,0.63,Org10,0,637,0,5,0.1721,3.71,202.16,0
O1595,B44,S26,Machinery,428,2023-06-27,2023-06-28,2023-07-04,Air,10363.88,0,None,None,10,0.81,Org4,0,613,1,4,0.0975,4.67,162.9,0
O1596,B23,S4,Machinery,699,2023-03-04,2023-03-05,2023-03-13,Air,43934.77,1,Weather,High,3,0.91,Org10,0,147,1,8,0.385,0.9,317.21,1
O1597,B49,S7,Machinery,859,2023-04-26,2023-04-29,2023-05-03,Rail,37066.8,0,None,None,19,0.6,Org3,0,431,1,7,0.3953,4.79,143.62,0
O1598,B3,S26,Machinery,71,2023-07-10,2023-07-12,2023-07-20,Rail,1180.4,5,Weather,High,19,0.96,Org20,1,824,1,6,0.2876,4.65,195.73,1
O1599,B33,S5,Machinery,154,2023-03-03,2023-03-06,2023-03-16,Road,12794.62,2,Weather,High,14,0.78,Org8,1,66,0,5,0.4791,0.74,336.44,1
O1600,B34,S13,Food,225,2023-09-13,2023-09-15,2023-09-25,Rail,11113.12,2,Strike,Low,3,0.65,Org15,1,571,1,5,0.1659,2.12,446.7,1
O1601,B39,S29,Textiles,12,2023-01-07,2023-01-09,2023-01-14,Rail,13904.91,3,Shortage,Low,8,0.72,Org3,0,80,1,10,0.1176,4.16,289.8,1
O1602,B39,S28,Machinery,169,2023-06-04,2023-06-06,2023-06-20,Rail,12754.21,7,Shortage,Low,6,0.66,Org3,0,920,1,2,0.342,3.25,391.6,1
O1603,B18,S26,Textiles,748,2023-04-02,2023-04-04,2023-04-21,Air,3595.05,10,Strike,Low,18,0.86,Org19,0,923,1,4,0.3816,4.01,393.38,1
O1604,B48,S24,Food,790,2023-01-14,2023-01-16,2023-01-21,Air,23217.56,2,Customs,Low,18,0.9,Org19,1,603,1,8,0.1202,3.74,348.96,1
O1605,B30,S12,Food,129,2023-08-17,2023-08-19,2023-09-01,Air,36770.31,7,Strike,Low,5,0.92,Org15,0,381,1,8,0.0475,2.74,160.63,1
O1606,B4,S7,Textiles,902,2023-03-27,2023-03-28,2023-04-07,Rail,30533.22,7,Weather,Medium,5,0.99,Org16,0,626,1,1,0.4072,0.69,440.05,1
O1607,B31,S7,Electronics,98,2023-05-13,2023-05-14,2023-05-17,Air,33807.15,0,None,None,19,0.9,Org4,1,609,0,2,0.4885,3.13,246.32,0
O1608,B35,S3,Pharma,338,2023-07-02,2023-07-04,2023-07-13,Rail,4516.88,0,None,None,14,0.8,Org17,0,523,1,5,0.3259,0.72,69.89,0
O1609,B47,S18,Electronics,589,2023-03-03,2023-03-06,2023-03-10,Air,47598.79,1,Weather,High,14,0.67,Org3,0,881,1,9,0.1462,3.22,160.08,1
O1610,B48,S28,Electronics,919,2023-08-07,2023-08-11,2023-08-12,Air,42005.35,0,None,None,19,0.77,Org4,1,93,1,10,0.4984,4.1,394.5,0
O1611,B19,S23,Electronics,366,2023-09-03,2023-09-07,2023-09-22,Sea,40351.97,10,Customs,Low,8,0.52,Org3,1,52,1,7,0.4477,3.13,81.11,1
O1612,B27,S28,Machinery,619,2023-08-18,2023-08-21,2023-08-25,Road,41237.7,0,None,None,3,0.87,Org17,0,675,1,10,0.2616,4.99,116.31,0
O1613,B30,S23,Food,276,2023-03-20,2023-03-22,2023-04-03,Rail,46669.17,5,Customs,Medium,17,0.72,Org19,1,848,1,5,0.4144,2.55,362.4,1
O1614,B21,S10,Electronics,626,2023-05-29,2023-06-02,2023-06-10,Sea,27440.57,0,None,None,17,0.51,Org9,0,943,1,1,0.4098,3.87,451.67,0
O1615,B49,S24,Food,961,2023-05-18,2023-05-20,2023-05-27,Air,10413.96,1,Strike,High,4,0.53,Org3,1,615,1,6,0.4681,3.5,335.18,1
O1616,B14,S5,Textiles,332,2023-11-10,2023-11-13,2023-11-19,Rail,31030.79,2,Strike,Medium,19,0.69,Org20,0,819,1,8,0.4221,4.96,150.03,1
O1617,B23,S4,Pharma,644,2023-03-06,2023-03-08,2023-03-13,Air,37272.63,0,None,None,10,0.79,Org4,0,142,0,7,0.3254,3.71,74.04,0
O1618,B41,S4,Textiles,997,2023-01-13,2023-01-16,2023-01-23,Road,37026.91,1,Customs,Low,4,0.73,Org2,0,404,1,2,0.3086,1.24,326.81,1
O1619,B34,S9,Textiles,550,2023-08-01,2023-08-05,2023-08-08,Sea,26311.73,1,Customs,Medium,3,0.81,Org15,1,74,1,5,0.239,4.8,71.33,1
O1620,B7,S5,Machinery,658,2023-08-30,2023-09-01,2023-09-11,Road,3888.71,2,Customs,Low,11,0.74,Org9,0,299,1,4,0.317,3.5,325.72,1
O1621,B30,S10,Pharma,204,2023-08-01,2023-08-02,2023-08-11,Sea,18870.09,0,None,None,1,0.83,Org17,0,385,0,9,0.3997,0.77,151.51,0
O1622,B32,S9,Textiles,930,2023-06-30,2023-07-04,2023-07-21,Air,46077.95,10,Weather,High,12,0.61,Org16,0,778,1,10,0.4848,3.46,457.1,1
O1623,B40,S1,Textiles,747,2023-12-04,2023-12-07,2023-12-11,Road,29430.22,0,None,None,9,0.56,Org20,1,476,0,1,0.239,4.47,263.79,0
O1624,B35,S16,Pharma,341,2023-06-22,2023-06-24,2023-06-26,Road,27147.43,0,None,None,8,0.8,Org1,0,907,0,6,0.2911,3.1,150.77,0
O1625,B28,S18,Pharma,179,2023-06-09,2023-06-11,2023-06-16,Air,13808.25,0,None,None,9,0.74,Org11,0,222,0,3,0.228,2.09,433.92,0
O1626,B40,S23,Textiles,530,2023-06-13,2023-06-17,2023-06-27,Road,18738.22,3,Weather,High,6,0.51,Org4,0,157,1,9,0.3376,4.19,164.32,1
O1627,B49,S11,Pharma,472,2023-07-07,2023-07-09,2023-07-15,Rail,44819.63,0,None,None,3,0.69,Org3,0,582,0,5,0.3187,4.02,187.97,0
O1628,B33,S6,Textiles,49,2023-07-10,2023-07-12,2023-07-21,Sea,33489.92,0,None,None,18,0.55,Org13,0,480,1,6,0.0187,2.95,425.43,0
O1629,B45,S25,Textiles,546,2023-11-04,2023-11-07,2023-11-08,Sea,39475.66,0,None,None,9,0.77,Org16,0,158,1,9,0.2752,1.19,188.96,0
